date,sku,name,currentStock,dailyVelocity,netSales7d,netSales15d,netSales30d,netSales90d,status,daysRemaining,suggestedOrder
2026-04-18,CF-CHERRY-DOUBLE,Comforter,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CF-CHERRY-SINGLE,Comforter,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CF-FOREST-DOUBLE,Comforter,0,0.085,1,1,1,1,OUT_OF_STOCK,,8
2026-04-18,CF-FOREST-SINGLE,Comforter,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CHAIR-WAVES-GREY,Chair Cover,0,0.219,0,1,4,76,OUT_OF_STOCK,,20
2026-04-18,CURT-BEADS-7FT-SET-1,Beads Curtain,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,CURT-SHOWER-BLUE-7FT,Shower Curtain,0,0.154,1,2,6,15,OUT_OF_STOCK,,14
2026-04-18,CURT-TRANS-7FT,Curtain,0,1.9,0,0,0,171,OUT_OF_STOCK,,171
2026-04-18,CURT-TRANS-9FT,Curtain,0,0.94,7,13,31,66,OUT_OF_STOCK,,85
2026-04-18,DINE-CHAKRI-COFFEE,Table Cover,0,1.817,12,27,65,142,OUT_OF_STOCK,,164
2026-04-18,DINE-CHAKRI-MAROON,Table Cover,0,0.999,8,10,36,92,OUT_OF_STOCK,,90
2026-04-18,DINE-CHAKRI-WHITE,Table Cover,0,0.29,1,7,11,18,OUT_OF_STOCK,,26
2026-04-18,DINE-KETSAAL-RUST,Table Cover,0,0.645,2,2,31,256,OUT_OF_STOCK,,58
2026-04-18,DINE-ORCHID-COFFEE,Table Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DINE-ORCHID-MAROON,Table Cover,0,10.305,74,164,323,579,OUT_OF_STOCK,,927
2026-04-18,DINE-PETALS-BLUE,Table Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DINE-PETALS-COFFEE,Table Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DINE-PETALS-GREY,Table Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DINE-PETALS-MAROON,Table Cover,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DINE-POLKA-GOLDEN,Table Cover,0,14.44,99,252,445,699,OUT_OF_STOCK,,1300
2026-04-18,DINE-POLKA-SILVER,Table Cover,0,0.364,4,4,5,20,OUT_OF_STOCK,,33
2026-04-18,DINE-POLKA-WHITE,Table Cover,0,9.078,73,150,225,366,OUT_OF_STOCK,,817
2026-04-18,DINE-PVC-GOLD,Table Cover,0,0.576,4,10,18,25,OUT_OF_STOCK,,52
2026-04-18,DINE-PVC-SILVER,Table Cover,0,0.249,2,4,6,13,OUT_OF_STOCK,,22
2026-04-18,DINE-PVC-WHITE,Table Cover,0,25.51,192,398,690,1781,OUT_OF_STOCK,,2296
2026-04-18,DINE-TULIP-CREAM,Table Cover,0,0.128,0,2,4,9,OUT_OF_STOCK,,12
2026-04-18,DM-AASAN,Prayer Mat,0,0.081,0,1,2,14,OUT_OF_STOCK,,7
2026-04-18,DM-BINDI-BEIGE,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-BINDI-BLUE,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-BINDI-GREY,Door Mat,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,DM-BINDI-MAROON,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-BOX-BLACK,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-BOX-COFFEE,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-BOX-GREY,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-JANAMAZ-COFFEE,Prayer Mat,0,0.202,2,3,3,7,OUT_OF_STOCK,,18
2026-04-18,DM-JANAMAZ-GREEN,Prayer Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-JANAMAZ-MAROON,Prayer Mat,0,2.436,17,40,71,172,OUT_OF_STOCK,,219
2026-04-18,DM-JANAMAZ-NAVYBLUE,Prayer Mat,0,0.059,0,1,2,2,OUT_OF_STOCK,,5
2026-04-18,DM-LINES-BEIGE,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-LINES-BLUE,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-LINES-GREEN,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-LINES-GREY,Door Mat,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,DM-LINES-MAROON,Door Mat,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DM-PRAYERMAT-BLUE,Prayer Mat,0,5.22,33,100,158,253,OUT_OF_STOCK,,470
2026-04-18,DM-PRAYERMAT-COFFEE,Prayer Mat,0,0.597,6,7,11,37,OUT_OF_STOCK,,54
2026-04-18,DM-PRAYERMAT-GREEN,Prayer Mat,0,1.539,11,27,38,105,OUT_OF_STOCK,,138
2026-04-18,DM-PRAYERMAT-MAROON,Prayer Mat,0,3.478,26,61,88,167,OUT_OF_STOCK,,313
2026-04-18,DMS-AFREEN-NAVY,Dress Material,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DMS-AISHWARIYA-MAROON,Dress Material,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DMS-ALIA-BEIGE,Dress Material,0,0.037,0,0,1,4,OUT_OF_STOCK,,3
2026-04-18,DMS-NAGINA-MUSTARD,Dress Material,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DMS-RAABIA-GREEN,Dress Material,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP2-HV-101,Dupatta,0,0.233,2,2,9,17,OUT_OF_STOCK,,21
2026-04-18,DP2-HV-102,Dupatta,0,0.81,8,10,18,30,OUT_OF_STOCK,,73
2026-04-18,DP2-HV-103,Dupatta,0,0.106,0,1,4,15,OUT_OF_STOCK,,10
2026-04-18,DP2-HV-104,Dupatta,0,0.263,1,6,10,17,OUT_OF_STOCK,,24
2026-04-18,DP2-HV-105,Dupatta,0,0.312,1,6,16,25,OUT_OF_STOCK,,28
2026-04-18,DP2-HV-106,Dupatta,0,0.044,0,0,1,6,OUT_OF_STOCK,,4
2026-04-18,DP2-HV-107,Dupatta,0,0.315,0,0,11,19,OUT_OF_STOCK,,28
2026-04-18,DP2-HV-108,Dupatta,0,0.407,1,10,17,33,OUT_OF_STOCK,,37
2026-04-18,DP2-HV-109,Dupatta,0,0.102,1,1,2,10,OUT_OF_STOCK,,9
2026-04-18,DP2-HV-110,Dupatta,0,0.296,3,4,5,10,OUT_OF_STOCK,,27
2026-04-18,DP-701-BEIGE,Dupatta,0,0.597,4,9,22,38,OUT_OF_STOCK,,54
2026-04-18,DP-701-BLACK,Dupatta,0,0.254,2,4,7,12,OUT_OF_STOCK,,23
2026-04-18,DP-701-RANI,Dupatta,0,0.7,7,9,15,18,OUT_OF_STOCK,,63
2026-04-18,DP-702-BLACK,Dupatta,0,0.172,2,2,2,4,OUT_OF_STOCK,,15
2026-04-18,DP-702-NAVYBLUE,Dupatta,0,0.198,2,3,3,3,OUT_OF_STOCK,,18
2026-04-18,DP-702-ORANGE,Dupatta,0,0.133,1,2,4,8,OUT_OF_STOCK,,12
2026-04-18,DP-702-RED,Dupatta,0,0.089,0,1,4,6,OUT_OF_STOCK,,8
2026-04-18,DP-703-BEIGE,Dupatta,0,1.043,10,16,19,22,OUT_OF_STOCK,,94
2026-04-18,DP-703-BLACK,Dupatta,0,0.287,3,4,4,8,OUT_OF_STOCK,,26
2026-04-18,DP-703-NAVYBLUE,Dupatta,0,0.313,3,5,5,7,OUT_OF_STOCK,,28
2026-04-18,DP-703-RED,Dupatta,0,0.475,4,8,11,12,OUT_OF_STOCK,,43
2026-04-18,DP-704-BEIGE,Dupatta,0,4.413,21,77,182,414,OUT_OF_STOCK,,397
2026-04-18,DP-704-BLACK,Dupatta,0,0.782,7,12,15,38,OUT_OF_STOCK,,70
2026-04-18,DP-704-MAROON,Dupatta,0,0.465,3,9,13,24,OUT_OF_STOCK,,42
2026-04-18,DP-704-YELLOW,Dupatta,0,0.78,7,12,15,36,OUT_OF_STOCK,,70
2026-04-18,DP-705-GREEN,Dupatta,0,0.254,2,5,5,6,OUT_OF_STOCK,,23
2026-04-18,DP-705-MAROON,Dupatta,0,0.879,8,14,17,26,OUT_OF_STOCK,,79
2026-04-18,DP-705-PINK,Dupatta,0,0.303,3,3,9,10,OUT_OF_STOCK,,27
2026-04-18,DP-705-YELLOW,Dupatta,0,0.401,4,5,9,11,OUT_OF_STOCK,,36
2026-04-18,DP-706-WHITE,Dupatta,0,0.787,6,12,22,52,OUT_OF_STOCK,,71
2026-04-18,DP-708-BEIGE,Dupatta,0,0.041,0,0,1,5,OUT_OF_STOCK,,4
2026-04-18,DP-708-BLACK,Dupatta,0,0.03,0,0,1,2,OUT_OF_STOCK,,3
2026-04-18,DP-709-NAVYBLUE,Dupatta,0,0.115,1,2,2,4,OUT_OF_STOCK,,10
2026-04-18,DP-709-NEWGREEN,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-709-RANI,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-709-RED,Dupatta,0,0.056,0,1,1,6,OUT_OF_STOCK,,5
2026-04-18,DP-710-WHITE,Dupatta,0,1.019,9,15,23,46,OUT_OF_STOCK,,92
2026-04-18,DP-711-BLACK,Dupatta,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,DP-711-RANI,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-712-WHITE,Dupatta,0,4.383,47,58,68,76,OUT_OF_STOCK,,395
2026-04-18,DP-715-GOLDEN,Dupatta,0,0.089,0,0,0,8,OUT_OF_STOCK,,8
2026-04-18,DP-718-BEIGE,Dupatta,0,7.051,37,135,261,447,OUT_OF_STOCK,,635
2026-04-18,DP-718-BLACK,Dupatta,0,3.455,24,57,94,285,OUT_OF_STOCK,,311
2026-04-18,DP-718-GREY,Dupatta,0,1.576,11,23,51,133,OUT_OF_STOCK,,142
2026-04-18,DP-718-NAVYBLUE,Dupatta,0,2.517,13,31,124,295,OUT_OF_STOCK,,227
2026-04-18,DP-718-NEWGREEN,Dupatta,0,0.515,2,9,23,61,OUT_OF_STOCK,,46
2026-04-18,DP-718-PINK,Dupatta,0,3.159,28,45,76,137,OUT_OF_STOCK,,284
2026-04-18,DP-718-RED,Dupatta,0,2.977,24,44,84,149,OUT_OF_STOCK,,268
2026-04-18,DP-718-WHITE,Dupatta,0,12.467,92,203,355,705,OUT_OF_STOCK,,1122
2026-04-18,DP-719-BEIGE,Dupatta,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,DP-719-NAVYBLUE,Dupatta,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,DP-720-BLACK,Dupatta,0,1.136,13,13,17,18,OUT_OF_STOCK,,102
2026-04-18,DP-720-PEACH,Dupatta,0,0.133,1,2,4,8,OUT_OF_STOCK,,12
2026-04-18,DP-720-PISTA,Dupatta,0,0.059,0,0,2,4,OUT_OF_STOCK,,5
2026-04-18,DP-720-SKYBLUE,Dupatta,0,0.268,3,3,4,9,OUT_OF_STOCK,,24
2026-04-18,DP-721-WHITE,Dupatta,0,1.726,17,26,29,37,OUT_OF_STOCK,,155
2026-04-18,DP-722-WHITE,Dupatta,0,0.199,1,3,8,26,OUT_OF_STOCK,,18
2026-04-18,DP-724-DARKGREEN,Dupatta,0,2.186,13,42,60,183,OUT_OF_STOCK,,197
2026-04-18,DP-724-LIGHTPINK,Dupatta,0,0.364,1,4,13,126,OUT_OF_STOCK,,33
2026-04-18,DP-724-MAROON,Dupatta,0,0.2,1,2,7,51,OUT_OF_STOCK,,18
2026-04-18,DP-724-RANI,Dupatta,0,0.16,1,1,2,63,OUT_OF_STOCK,,14
2026-04-18,DP-724-RED,Dupatta,0,0.636,4,8,26,67,OUT_OF_STOCK,,57
2026-04-18,DP-724-TRICOLOUR,Dupatta,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,DP-725-MAROON,Dupatta,0,3.275,22,49,115,244,OUT_OF_STOCK,,295
2026-04-18,DP-726-MULTI,Dupatta,0,11.126,73,170,389,865,OUT_OF_STOCK,,1001
2026-04-18,DP-727-BLACK,Dupatta,0,0.307,1,8,11,15,OUT_OF_STOCK,,28
2026-04-18,DP-727-LIGHTPINK,Dupatta,0,0.037,0,0,1,4,OUT_OF_STOCK,,3
2026-04-18,DP-727-NAVYBLUE,Dupatta,0,0.093,0,2,2,2,OUT_OF_STOCK,,8
2026-04-18,DP-727-RANI,Dupatta,0,0.056,0,0,0,5,OUT_OF_STOCK,,5
2026-04-18,DP-727-RED,Dupatta,0,0.087,0,1,4,5,OUT_OF_STOCK,,8
2026-04-18,DP-727-YELLOW,Dupatta,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,DP-728-BEIGE,Dupatta,0,0.188,2,2,4,6,OUT_OF_STOCK,,17
2026-04-18,DP-728-BLACK,Dupatta,0,0.044,0,0,1,6,OUT_OF_STOCK,,4
2026-04-18,DP-728-GREY,Dupatta,0,0.26,2,4,8,11,OUT_OF_STOCK,,23
2026-04-18,DP-728-MAROON,Dupatta,0,0.152,0,2,6,10,OUT_OF_STOCK,,14
2026-04-18,DP-728-NEWGREEN,Dupatta,0,0.163,0,2,7,10,OUT_OF_STOCK,,15
2026-04-18,DP-728-PEACH,Dupatta,0,0.128,0,2,4,9,OUT_OF_STOCK,,12
2026-04-18,DP-729-WHITE,Dupatta,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,DP-730-WHITE,Dupatta,0,0.162,1,3,5,10,OUT_OF_STOCK,,15
2026-04-18,DP-731-BEIGE,Dupatta,0,0.259,0,0,2,58,OUT_OF_STOCK,,23
2026-04-18,DP-732-BEIGE,Dupatta,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,DP-733-BEIGE,Dupatta,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,DP-734-CREAM,Dupatta,0,0.164,1,3,5,12,OUT_OF_STOCK,,15
2026-04-18,DP-734-GREEN,Dupatta,0,0.109,1,1,4,5,OUT_OF_STOCK,,10
2026-04-18,DP-734-PINK,Dupatta,0,0.056,0,0,2,3,OUT_OF_STOCK,,5
2026-04-18,DP-734-YELLOW,Dupatta,0,0.265,3,3,4,6,OUT_OF_STOCK,,24
2026-04-18,DP-735-CREAM,Dupatta,0,0.122,1,2,3,4,OUT_OF_STOCK,,11
2026-04-18,DP-735-GREEN,Dupatta,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,DP-735-PINK,Dupatta,0,0.118,1,1,5,7,OUT_OF_STOCK,,11
2026-04-18,DP-735-YELLOW,Dupatta,0,0.136,1,2,5,5,OUT_OF_STOCK,,12
2026-04-18,DP-BANARASI-CHECK,Dupatta,0,5.276,36,82,169,407,OUT_OF_STOCK,,475
2026-04-18,DP-BANDHINI,Dupatta,0,0.409,2,7,17,37,OUT_OF_STOCK,,37
2026-04-18,DP-BARFI-BEIGE,Dupatta,0,0.117,0,2,3,9,OUT_OF_STOCK,,11
2026-04-18,DP-BARFI-BLACK,Dupatta,0,0.358,3,5,9,24,OUT_OF_STOCK,,32
2026-04-18,DP-BARFI-ORANGE,Dupatta,0,0.026,0,0,1,1,OUT_OF_STOCK,,2
2026-04-18,DP-BARFI-RANI,Dupatta,0,0.451,2,10,16,27,OUT_OF_STOCK,,41
2026-04-18,DP-BARFI-RED,Dupatta,0,0.226,1,6,6,8,OUT_OF_STOCK,,20
2026-04-18,DP-BARFI-ROYALBLUE,Dupatta,0,0.067,0,0,2,6,OUT_OF_STOCK,,6
2026-04-18,DP-BARFI-YELLOW,Dupatta,0,0.235,1,5,9,16,OUT_OF_STOCK,,21
2026-04-18,DP-BUTY-BLACK,Dupatta,0,0.03,0,0,1,2,OUT_OF_STOCK,,3
2026-04-18,DP-BUTY-ORANGE,Dupatta,0,0.103,1,1,3,5,OUT_OF_STOCK,,9
2026-04-18,DP-BUTY-RANI,Dupatta,0,0.089,0,0,3,6,OUT_OF_STOCK,,8
2026-04-18,DP-BUTY-RED,Dupatta,0,0.063,0,1,2,4,OUT_OF_STOCK,,6
2026-04-18,DP-BUTY-ROYALBLUE,Dupatta,0,0.085,1,1,1,1,OUT_OF_STOCK,,8
2026-04-18,DP-BUTY-WHITE,Dupatta,0,0.139,0,2,5,9,OUT_OF_STOCK,,13
2026-04-18,DP-BUTY-YELLOW,Dupatta,0,0.056,0,0,2,3,OUT_OF_STOCK,,5
2026-04-18,DP-DIAMOND,Dupatta,0,0.25,1,3,12,48,OUT_OF_STOCK,,23
2026-04-18,DP-DIGITAL-150,Dupatta,0,0.389,3,5,12,34,OUT_OF_STOCK,,35
2026-04-18,DP-DIGITAL-151,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-DIGITAL-152,Dupatta,0,0.033,0,0,1,3,OUT_OF_STOCK,,3
2026-04-18,DP-DIGITAL-153,Dupatta,0,0.196,0,0,6,17,OUT_OF_STOCK,,18
2026-04-18,DP-DIGITAL-154,Dupatta,0,0.152,1,2,6,13,OUT_OF_STOCK,,14
2026-04-18,DP-DIGITAL-159,Dupatta,0,0.182,1,3,8,10,OUT_OF_STOCK,,16
2026-04-18,DP-FLOWER-BLACK,Dupatta,0,0.03,0,0,1,2,OUT_OF_STOCK,,3
2026-04-18,DP-FLOWER-BROWN,Dupatta,0,0.349,3,4,11,22,OUT_OF_STOCK,,31
2026-04-18,DP-FLOWER-ORANGE,Dupatta,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,DP-FLOWER-RED,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-FLOWER-WHITE,Dupatta,0,0.323,3,5,6,10,OUT_OF_STOCK,,29
2026-04-18,DP-FLOWER-YELLOW,Dupatta,0,0.553,5,8,11,31,OUT_OF_STOCK,,50
2026-04-18,DP-FOOTBALL,Dupatta,0,0.141,0,0,4,14,OUT_OF_STOCK,,13
2026-04-18,DP-HV-100,Dupatta,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,DP-HV-BUTTERFLY,Dupatta,0,0.033,0,0,1,3,OUT_OF_STOCK,,3
2026-04-18,DP-HV-PANKH-MIRROR,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-PADMAVAT-ORANGE,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-PADMAVAT-RED,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-RAINBOW-WHITE,Dupatta,0,0.356,3,4,11,28,OUT_OF_STOCK,,32
2026-04-18,DP-SILKSTAR-BEIGE,Dupatta,0,0.13,1,2,4,6,OUT_OF_STOCK,,12
2026-04-18,DP-SILKSTAR-BLACK,Dupatta,0,0.242,2,4,6,7,OUT_OF_STOCK,,22
2026-04-18,DP-SILKSTAR-BLUE,Dupatta,0,0.046,0,1,1,1,OUT_OF_STOCK,,4
2026-04-18,DP-SILKSTAR-RANI,Dupatta,0,0.205,1,4,8,13,OUT_OF_STOCK,,18
2026-04-18,DP-SILKSTAR-RED,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,DP-WORK-155,Dupatta,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,DP-WORK-156,Dupatta,0,0.093,0,0,3,7,OUT_OF_STOCK,,8
2026-04-18,DP-WORK-157,Dupatta,0,0.059,0,0,2,4,OUT_OF_STOCK,,5
2026-04-18,DP-WORK-161,Dupatta,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,EOL,EOL,0,0.267,0,0,0,24,OUT_OF_STOCK,,24
2026-04-18,FC-FEATHER,Scarf,0,0.022,0,0,0,2,OUT_OF_STOCK,,2
2026-04-18,FC-FLORA,Scarf,0,0.056,0,0,2,3,OUT_OF_STOCK,,5
2026-04-18,FC-ORBIT,Scarf,0,0.148,0,0,3,22,OUT_OF_STOCK,,13
2026-04-18,FC-STAR,Scarf,0,0.114,1,2,2,3,OUT_OF_STOCK,,10
2026-04-18,FC-TILES,Scarf,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,GL-LONG-BEIGE,Gloves,0,9.234,22,237,396,537,OUT_OF_STOCK,,831
2026-04-18,GL-LONG-BLACK,Gloves,0,9.881,95,140,172,455,OUT_OF_STOCK,,889
2026-04-18,GL-LONG-WHITE,Gloves,0,0.273,2,3,8,41,OUT_OF_STOCK,,25
2026-04-18,GLOVES-BLACK,Gloves,0,0.226,1,4,6,44,OUT_OF_STOCK,,20
2026-04-18,GLOVES-COFFEE,Gloves,0,0.165,1,3,4,19,OUT_OF_STOCK,,15
2026-04-18,GLOVES-GREY,Gloves,0,0.293,0,5,7,26,OUT_OF_STOCK,,26
2026-04-18,GLOVES-MAROON,Gloves,0,0.284,1,6,8,48,OUT_OF_STOCK,,26
2026-04-18,GLOVES-NAVY,Gloves,0,0.285,2,5,8,16,OUT_OF_STOCK,,26
2026-04-18,GL-SHORT-BEIGE,Gloves,0,3.491,33,48,71,155,OUT_OF_STOCK,,314
2026-04-18,GL-SHORT-BLACK,Gloves,0,5.712,53,83,117,219,OUT_OF_STOCK,,514
2026-04-18,GL-SHORT-WHITE,Gloves,0,0.914,8,13,23,39,OUT_OF_STOCK,,82
2026-04-18,HEADSCARF-CREAM,Headscarf,0,0.03,0,0,1,2,OUT_OF_STOCK,,3
2026-04-18,HEADSCARF-GREY,Headscarf,0,0.174,1,3,6,15,OUT_OF_STOCK,,16
2026-04-18,HEADSCARF-ORANGE,Headscarf,0,0.065,0,1,2,5,OUT_OF_STOCK,,6
2026-04-18,HEADSCARF-PINK,Headscarf,0,0.033,0,0,0,3,OUT_OF_STOCK,,3
2026-04-18,HEADSCARF-RED,Headscarf,0,0.069,0,1,2,7,OUT_OF_STOCK,,6
2026-04-18,KURTI-BLACK-L,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-BLACK-M,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-BLACK-S,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-BLACK-XL,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-BLACK-XXL,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-BLUE-L,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-BLUE-M,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-BLUE-S,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-BLUE-XL,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-BLUE-XXL,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-MUSTARD-L,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-MUSTARD-M,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-MUSTARD-S,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-MUSTARD-XL,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,KURTI-PRINT-MUSTARD-XXL,Kurti,0,0.0,0,0,0,0,OUT_OF_STOCK,,0
2026-04-18,LUNGI-BLUE,Lungi,0,0.078,0,0,0,7,OUT_OF_STOCK,,7
2026-04-18,MS-666-BEIGE,Shawl,0,0.044,0,0,1,6,OUT_OF_STOCK,,4
2026-04-18,MS-666-BLACK,Shawl,0,0.067,0,0,1,12,OUT_OF_STOCK,,6
2026-04-18,MS-666-DARKGREY,Shawl,0,0.202,1,3,7,34,OUT_OF_STOCK,,18
2026-04-18,MS-666-KESARI,Shawl,0,0.074,0,1,2,10,OUT_OF_STOCK,,7
2026-04-18,MS-666-LIGHTGREY,Shawl,0,0.288,3,3,6,15,OUT_OF_STOCK,,26
2026-04-18,MS-666-WHITE,Shawl,0,0.011,0,0,0,1,OUT_OF_STOCK,,1
2026-04-18,MS-987-BLACK,Shawl,0,1.857,11,20,47,464,OUT_OF_STOCK,,167
2026-04-18,MS-987-DARKBEIGE,Shawl,0,0.286,1,5,10,56,OUT_OF_STOCK,,26
2026-04-18,MS-987-IVORY,Shawl,0,0.647,5,8,19,67,OUT_OF_STOCK,,58
2026-04-18,MS-987-MIX,Shawl,0,0.37,0,0,2,88,OUT_OF_STOCK,,33
2026-04-18,MS-987-WHITE,Shawl,0,0.636,4,12,19,37,OUT_OF_STOCK,,57
2026-04-18,MS-992-DARKBEIGE,Shawl,0,0.322,0,0,0,29,OUT_OF_STOCK,,29
2026-04-18,MS-992-DARKGREY,Shawl,0,0.289,0,0,0,26,OUT_OF_STOCK,,26
